EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,
2663,Eli,Grant,06-Jan-23,25-Apr-23,Area Sales Manager,Ryan Ward,eli.grant@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Resignation,Party employee page half young budget.,Sales,Splicing,21-07-1971,ID,Technician,Male,51278,Hispanic,Divorced,Fully Meets,5,very high
3408,Rose,Mcguire,15-Dec-22,25-Apr-23,Production Technician II,Nicole Holland,rose.mcguire@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Ball while speak. Issue free represent city.,Production       ,Field Operations,07-01-1965,MA,Supervisor,Male,67579,Asian,Divorced,Fully Meets,3,medium
3576,Angela,Erilus,21-Jul-21,26-Apr-23,Production Technician II,Marc Cummings,angela.erilus@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Voluntary,Reflect off growth mouth have.,Production       ,Engineers,26-04-1992,MA,Project Manager,Female,2133,Asian,Single,Exceeds,4,high
1439,Dangelo,Gould,20-Jul-22,26-Apr-23,Production Technician I,Daniel Mason,dangelo.gould@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Establish go so someone might none stop citizen.,Production       ,General - Con,24-01-1988,MA,Laborer,Female,76246,Asian,Widowed,Needs Improvement,3,medium
1791,Marvin,Abbott,06-Mar-21,26-Apr-23,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Resignation,Year prove but moment house defense.,Production       ,Wireline Construction,02-08-1981,MA,Clerk,Female,9310,Hispanic,Divorced,Fully Meets,3,medium
1855,Keith,Haas,25-Jul-22,26-Apr-23,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Pretty line two she accept be.,Production       ,General - Con,19-05-1947,MA,Locator,Male,42024,Other,Married,Exceeds,3,medium
2572,Alannah,Rivas,07-Aug-22,26-Apr-23,BI Developer,Stacy Lopez,alannah.rivas@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,Lawyer suggest cultural blue yes camera daughter.,IT/IS,Engineers,20-05-1994,MA,Technician,Male,81338,Asian,Widowed,Fully Meets,4,high
3406,Serenity,Montgomery,25-Mar-20,26-Apr-23,Production Technician I,Tina Munoz,serenity.montgomery@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Politics in foreign up start.,Production       ,Finance & Accounting,17-05-1955,MA,Administration,Female,24805,Other,Single,Fully Meets,5,very high
3970,Macy,Webster,04-Oct-20,27-Apr-23,Database Administrator,Cynthia Gardner,macy.webster@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Push reflect pay similar movement others morning.,IT/IS,Field Operations,08-11-1950,MA,Foreman,Female,44077,Other,Married,Exceeds,3,medium
1769,Rashad,Randall,07-Mar-23,27-Apr-23,Production Technician I,Bryan Harvey,rashad.randall@bilearner.com,PL,Active,Contract,Zone B,Temporary,Resignation,State voice performance crime.,Production       ,Engineers,29-04-1974,MA,Technician,Male,83360,Hispanic,Widowed,Fully Meets,3,medium
2732,Fletcher,Maxwell,31-Aug-22,27-Apr-23,Area Sales Manager,Stephanie Jackson,fletcher.maxwell@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Retirement,Exactly fear as speech.,Sales,Shop (Fleet),07-04-1989,ME,Shop,Male,37938,Black,Single,Fully Meets,2,low
3667,Leyla,Warren,11-Dec-22,28-Apr-23,Production Technician I,Brooke Meyer,leyla.warren@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Resignation,Term southern major ever care.,Production       ,Billable Consultants,23-08-1998,MA,Technician,Male,18998,Black,Single,Fully Meets,3,medium
1410,Ashanti,Price,25-Feb-22,28-Apr-23,Production Technician I,Tina Griffin,ashanti.price@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Else behind none grow up significant behavior.,Production       ,Wireline Construction,08-08-1945,MA,Laborer,Female,26720,White,Widowed,Exceeds,3,medium
1293,Lawrence,Cross,01-Jun-21,29-Apr-23,Production Technician I,Ashley Craig,lawrence.cross@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Line with read most.,Production       ,Wireline Construction,21-10-1993,MA,Lineman,Female,60878,Asian,Single,Fully Meets,3,medium
1923,Giana,Roach,31-Mar-23,30-Apr-23,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Officer thus service.,Production       ,People Services,05-11-1966,MA,Director,Female,46757,Other,Widowed,Fully Meets,3,medium
3263,Cruz,Davila,20-Apr-22,30-Apr-23,Production Technician I,Renee Jones DVM,cruz.davila@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Measure question others smile oil.,Production       ,Engineers,14-04-1990,MA,Drafter,Male,41746,Asian,Single,PIP,2,low
3581,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2,low
3619,Karissa,Bowers,23-Mar-23,01-May-23,Production Technician I,Robert Wright,karissa.bowers@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Some others lot miss land similar.,Production       ,General - Con,17-03-1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3,medium
3936,Donald,Favis,21-Jul-22,01-May-23,Enterprise Architect,Stephen Rasmussen,donald.favis@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Manage brother himself deal.,IT/IS,General - Sga,27-06-1998,CT,Director,Male,6033,Other,Widowed,Fully Meets,3,medium
1739,Hang T,Wolk,15-Jul-19,01-May-23,Production Technician II,Michael Farmer,hang t.wolk@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Involuntary,Large relate work treatment Mrs.,Production       ,Aerial,11-01-1982,MA,Laborer,Female,2302,Hispanic,Married,Fully Meets,3,medium
1767,Kenneth,Peters,10-Feb-23,01-May-23,Production Technician I,Renee Beasley,kenneth.peters@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Retirement,Maintain material discover discover.,Production       ,General - Con,31-12-1995,MA,Supervisor,Female,39000,White,Divorced,Fully Meets,3,medium
1768,Lucia,Hudson,13-Oct-22,02-May-23,Production Technician I,Scott Graves,lucia.hudson@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Voluntary,Ask station everything race feeling by although.,Production       ,Aerial,26-02-1977,MA,Lineman,Female,73245,Black,Married,Fully Meets,3,medium
2535,Antoine,Haney,24-Aug-20,02-May-23,Director of Sales,David Roberts,antoine.haney@bilearner.com,CCDR,Active,Contract,Zone B,Part-Time,Resignation,Well energy step may.,Sales,Field Operations,22-09-1978,MA,Engineer,Male,6563,Other,Single,Fully Meets,2,low
3779,Damian,Burke,19-Oct-22,03-May-23,Production Technician I,Regina Bryant MD,damian.burke@bilearner.com,PYZ,Future Start,Part-Time,Zone B,Temporary,Voluntary,About allow court us.,Production       ,Shop (Fleet),28-04-1963,MA,Technician,Female,60533,Other,Divorced,Fully Meets,3,medium
1132,Raymond,Ayers,15-May-21,03-May-23,Production Technician I,James Burgess,raymond.ayers@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Involuntary,Note claim hundred central bad.,Production       ,Aerial,04-11-1963,MA,Laborer,Female,88428,Hispanic,Widowed,Fully Meets,3,medium
2180,Zariah,Castaneda,03-Nov-18,03-May-23,Production Technician I,Elizabeth Koch,zariah.castaneda@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Resignation,Cultural later per thank.,Production       ,Field Operations,10-08-1980,MA,Technician,Female,74027,Hispanic,Widowed,PIP,5,very high
2243,Dorian,Wu,13-Apr-23,03-May-23,IT Support,Desiree Martinez,dorian.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Involuntary,This bank out.,IT/IS,Finance & Accounting,20-07-1954,CT,Accounting,Female,90316,Other,Married,Fully Meets,4,high
1681,Deanna,Meza,05-Mar-23,04-May-23,Sales Manager,Jennifer Cook,deanna.meza@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Retirement,I western water easy practice dinner none.,IT/IS,Engineers,10-10-1974,MA,Engineer,Female,34659,White,Divorced,Fully Meets,3,medium
2418,Teagan,Rodriguez,26-Jan-22,04-May-23,Production Manager,Sean Garcia,teagan.rodriguez@bilearner.com,CCDR,Terminated for Cause,Contract,Zone B,Temporary,Involuntary,Speak high idea reach both. Many policy rock six.,Production       ,Project Management - Con,20-06-1942,MA,Manager,Male,16793,Black,Married,Fully Meets,1,very low
1330,Eddie,Bauer,15-Sep-22,05-May-23,Accountant I,Jeremy Smith,eddie.bauer@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,Figure yard develop TV enjoy late standard.,Admin Offices,General - Con,01-03-1990,MA,Associate,Female,66991,White,Divorced,Fully Meets,3,medium
2642,Demarion,Harrington,15-Jun-22,05-May-23,Area Sales Manager,Rebecca Taylor DVM,demarion.harrington@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Voluntary,Significant color always require evening.,Sales,Field Operations,13-06-1951,AL,Laborer,Male,65470,Asian,Divorced,Fully Meets,4,high
2219,Hazel,Lane,25-Sep-22,06-May-23,IT Support,Lance Torres,hazel.lane@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Retirement,Past really million address again forget.,IT/IS,Wireline Construction,25-10-1966,MA,Laborer,Female,8635,Hispanic,Widowed,Exceeds,5,very high
2528,Rigoberto,Allen,20-Mar-23,06-May-23,BI Developer,Melvin Mitchell,rigoberto.allen@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Retirement,Southern alone father state.,IT/IS,Project Management - Con,09-06-1985,MA,Coordinator,Male,78254,White,Married,Fully Meets,1,very low
2672,Quincy,Shannon,09-Apr-20,06-May-23,Area Sales Manager,Carrie Wells,quincy.shannon@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Medical message face development moment because.,Sales,Fielders,23-07-1999,AZ,Engineer,Male,3413,Asian,Married,Fully Meets,1,very low
2935,Pablo,Yates,03-Oct-20,06-May-23,Production Technician I,Christopher Martin,pablo.yates@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Involuntary,History record itself my customer mention tree.,Production       ,Wireline Construction,09-12-1995,MA,Groundman,Male,6131,White,Divorced,Fully Meets,5,very high
2965,Manuel,Stout,27-Jan-23,06-May-23,Production Technician I,Gabriella Wilson,manuel.stout@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Why development even.,Production       ,Field Operations,04-01-1957,MA,Driller,Female,90813,Hispanic,Divorced,Fully Meets,1,very low
3555,Matilda,Randall,06-Jan-23,07-May-23,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11-01-1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4,high
3771,Marilyn,Smith,24-Jan-21,07-May-23,Production Technician I,Kathryn Jones,marilyn.smith@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Catch issue water night recognize mention.,Production       ,General - Con,20-09-1981,MA,Foreman,Male,65845,Asian,Married,Fully Meets,3,medium
3992,Evelin,Snow,08-Dec-22,07-May-23,Data Analyst,Roy Villegas,evelin.snow@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Voluntary,Teach left short key over.,IT/IS,General - Eng,28-12-1961,MA,Technician,Male,49077,Black,Married,Fully Meets,3,medium
1294,Kara,Barnes,07-Apr-23,07-May-23,Production Manager,Lisa Ward,kara.barnes@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Voluntary,Choose thousand know often size company.,Production       ,Wireline Construction,28-09-1970,MA,Laborer,Female,58589,Hispanic,Single,Fully Meets,3,medium
2434,Liam,Blevins,14-Jan-23,07-May-23,Production Manager,Melissa Rice,liam.blevins@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Dog dark piece where ask low away.,Production       ,General - Con,22-09-1991,MA,Foreman,Male,34702,Asian,Single,Fully Meets,5,very high
2903,Presley,Padilla,09-Feb-23,07-May-23,Production Technician I,Christine Johnson,presley.padilla@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Resignation,Record your institution south stop play.,Production       ,Engineers,26-02-1998,MA,Engineer,Male,14416,Asian,Single,Needs Improvement,5,very high
2653,Keon,Gonzalez,20-Apr-23,08-May-23,Area Sales Manager,Brett Vargas,keon.gonzalez@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Retirement,Garden player quickly body science.,Sales,Wireline Construction,21-04-1944,MA,Operator,Male,25594,White,Widowed,Fully Meets,1,very low
2554,Shania,Caldwell,18-Jul-22,09-May-23,IT Manager - DB,Dylan Brown,shania.caldwell@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Do month risk college detail.,IT/IS,General - Eng,03-10-1991,MA,Engineer,Male,2505,Hispanic,Widowed,Fully Meets,1,very low
2752,Adeel,Osturnka,21-Oct-22,09-May-23,Production Technician I,Laura Rodriguez,adeel.osturnka@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Involuntary,Finish something start activity full professor.,Production       ,General - Con,28-05-1976,MA,Flagger,Male,2478,Hispanic,Divorced,Fully Meets,4,high
3506,Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Fund nor half early miss follow.,Sales,Field Operations,06-07-1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2,low
1043,Kale,Lang,19-Dec-22,10-May-23,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,16-12-1955,MA,Billing,Female,65963,White,Married,Fully Meets,3,medium
2115,Nikhil,Cummings,15-Apr-19,10-May-23,Production Technician II,Kristin White,nikhil.cummings@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Voluntary,Although center movement stock. While you local.,Production       ,Billable Consultants,30-03-1978,MA,Engineer,Female,25166,Asian,Married,Exceeds,2,low
2213,Branden,Khan,15-Mar-23,10-May-23,IT Support,David Kennedy,branden.khan@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Retirement,You suggest area.,IT/IS,Shop (Fleet),03-09-1965,MA,Shop,Female,8415,Asian,Married,Exceeds,5,very high
2938,Paul,Steele,08-Jan-23,10-May-23,Production Technician I,Kenneth Powell,paul.steele@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Involuntary,Enter fear pass wish.,Production       ,Aerial,11-12-1972,MA,Lineman,Male,43780,White,Married,Needs Improvement,1,very low
3264,Alani,Phillips,31-Dec-21,10-May-23,Production Technician I,Jim Melton,alani.phillips@bilearner.com,PL,Terminated for Cause,Part-Time,Zone C,Part-Time,Involuntary,Attorney control write American.,Production       ,General - Eng,09-06-1950,MA,Engineer,Male,16282,Asian,Married,Fully Meets,5,very high
1184,Patrick,Mckinney,10-Jan-22,11-May-23,Production Technician I,Cassandra Cox,patrick.mckinney@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,New out peace director fish.,Production       ,Wireline Construction,01-10-1951,MA,Foreman,Female,50781,Hispanic,Divorced,Fully Meets,3,medium
3407,Kamila,Sanders,15-Apr-21,11-May-23,Production Technician II,Aaron Stewart,kamila.sanders@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Voluntary,Maintain behavior project parent particular game.,Production       ,Field Operations,26-02-1953,MA,Construction Manager,Female,18000,Asian,Single,Fully Meets,5,very high
3443,Kristen,Tate,05-Apr-21,12-May-23,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Voluntary,Wall body wonder successful.,IT/IS,Project Management - Con,08-04-1994,KY,Coordinator,Male,2621,Asian,Widowed,Fully Meets,3,medium
2101,Justice,Curry,28-Dec-22,13-May-23,Production Technician I,Sarah Carter,justice.curry@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Temporary,Involuntary,Even third look high.,Production       ,Fielders,13-12-1964,MA,Engineer,Female,35098,Hispanic,Married,PIP,5,very high
2340,Alice,Dudley,17-Mar-21,13-May-23,Production Manager,Derrick Cannon,alice.dudley@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Professor phone billion none very evidence.,Production       ,General - Con,27-02-2001,MA,Laborer,Female,29529,White,Single,Fully Meets,5,very high
2391,Gisselle,Villanueva,28-Apr-23,13-May-23,Data Analyst ,Cassandra Snyder,gisselle.villanueva@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Tough respond possible example.,IT/IS,Splicing,11-02-1964,MA,Splicer,Female,44623,Asian,Widowed,Fully Meets,1,very low
3377,Cruz,Ashley,24-Feb-20,13-May-23,Production Technician I,Evan Schultz,cruz.ashley@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Tough very bad spend feeling college require.,Production       ,Splicing,06-09-1989,MA,Foreman,Female,52336,Asian,Widowed,Exceeds,4,high
1825,Giana,Moore,16-May-21,14-May-23,Production Technician I,Stephen Neal,giana.moore@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Voluntary,Plan view month maybe always state.,Production       ,Splicing,05-12-1996,MA,Laborer,Male,45326,White,Married,Fully Meets,3,medium
2306,Ayanna,Lutz,21-Oct-20,14-May-23,Network Engineer,Thomas Whitaker,ayanna.lutz@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Think network make manager.,Production       ,Project Management - Con,06-11-1999,MA,Technician,Male,91517,Hispanic,Married,Fully Meets,1,very low
2321,Hadassah,Gallegos,10-May-23,14-May-23,Production Manager,Kimberly Owen,hadassah.gallegos@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Voluntary,Camera four star growth design then.,Production       ,Field Operations,21-08-1951,MA,Technician,Female,1269,Black,Divorced,Fully Meets,2,low
3368,Karli,Parks,14-Nov-19,14-May-23,Production Technician II,Benjamin Cook,karli.parks@bilearner.com,CCDR,Leave of Absence,Part-Time,Zone B,Part-Time,Retirement,These these by when here attorney special.,Production       ,Field Operations,07-02-1990,MA,Apprentice,Male,61176,Black,Married,Exceeds,5,very high
3742,Gabriel,Pearson,22-Sep-21,15-May-23,Production Technician II,Ryan Anderson,gabriel.pearson@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,Wait small thing staff.,Production       ,Field Operations,12-09-1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2,low
3846,Eugene,Potts,04-May-20,15-May-23,IT Support,Anthony Neal,eugene.potts@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Retirement,Fall often enjoy once house card something.,IT/IS,Wireline Construction,10-08-1975,MA,Driver,Male,44664,Asian,Single,Fully Meets,3,medium
3887,Emanuel,Haas,22-Apr-22,15-May-23,Sr. Network Engineer,Jose Moran,emanuel.haas@bilearner.com,NEL,Leave of Absence,Contract,Zone B,Temporary,Retirement,Fact item service few contain less available.,IT/IS,General - Con,24-06-1954,CT,Flagger,Male,54502,White,Divorced,Exceeds,3,medium
1025,Giovanni,Jenkins,11-May-23,15-May-23,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,13-11-1960,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3,medium
1206,Bethany,Terry,28-Dec-18,15-May-23,Production Technician I,Richard Scott,bethany.terry@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Various step without couple within at gun.,Production       ,Engineers,15-02-1956,MA,Drafter,Female,82378,White,Divorced,Fully Meets,3,medium
1868,Briana,Wang,22-Mar-22,15-May-23,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Always agree room animal drug.,Production       ,Field Operations,28-11-2000,MA,Laborer,Male,6756,Black,Single,Needs Improvement,3,medium
1624,Charlie,Wang,12-May-23,16-May-23,Senior BI Developer,Maria Rivera,charlie.wang@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Call certain industry out believe show.,IT/IS,Field Operations,22-10-1996,MA,Top Hand,Male,1887,White,Widowed,Needs Improvement,3,medium
3073,Jayvon,Simpson,26-Oct-22,16-May-23,Production Technician II,Jeremy Ray,jayvon.simpson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Guy beat specific act as ability speak.,Production       ,General - Con,26-04-1987,MA,Laborer,Female,27147,Black,Single,Fully Meets,4,high
2479,Mireya,Sutton,18-Apr-23,17-May-23,Data Analyst,Edward Ross,mireya.sutton@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Involuntary,Material role once lawyer phone turn company.,IT/IS,General - Con,17-12-1946,MA,Laborer,Female,67089,Hispanic,Divorced,Fully Meets,4,high
3336,Sincere,Preston,25-Mar-23,17-May-23,Production Technician I,Eric Huber,sincere.preston@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Take most future.,Production       ,General - Con,21-06-1979,MA,Coordinator,Male,75099,Asian,Divorced,Fully Meets,3,medium
3840,Meadow,Boyer,01-Apr-23,18-May-23,Sr. Network Engineer,Alex Lewis,meadow.boyer@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,Item type author pick set read style.,IT/IS,Field Operations,25-10-1969,MA,Foreman,Male,97654,Hispanic,Single,Fully Meets,3,medium
2018,Anya,Morton,09-Mar-22,18-May-23,Production Technician II,Kimberly Roth,anya.morton@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Retirement,Various various decide per clear miss.,Production       ,Yard (Material Handling),27-01-1986,MA,Runner,Female,86107,Asian,Divorced,Fully Meets,3,medium
3985,Zayne,Mccullough,13-Jan-23,19-May-23,Database Administrator,Melissa Turner,zayne.mccullough@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Network dinner again position three.,IT/IS,People Services,18-01-1992,TX,Director,Male,26193,White,Widowed,Fully Meets,3,medium
1343,Shaniya,Hamilton,12-Nov-19,19-May-23,Accountant I,Joshua Huber,shaniya.hamilton@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Voluntary,Effort situation use necessary.,Admin Offices,Shop (Fleet),31-05-1958,MA,Manager,Female,68008,White,Married,Fully Meets,3,medium
1809,Nathalia,Good,19-Dec-22,19-May-23,Production Technician I,John Jordan,nathalia.good@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Involuntary,Simply national production language.,Production       ,Yard (Material Handling),24-11-1966,MA,Supervisor,Female,21417,Other,Divorced,Fully Meets,3,medium
2625,Jaron,Rojas,27-Nov-22,19-May-23,Area Sales Manager,William Ellis,jaron.rojas@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Retirement,Situation anything economy time relationship.,Sales,Splicing,09-11-1943,TN,Driller,Male,88783,Asian,Divorced,Fully Meets,2,low
2840,Jordon,Wyatt,26-Apr-23,19-May-23,Production Technician I,Yvonne Reilly,jordon.wyatt@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Voluntary,From continue left eye.,Production       ,Fielders,29-04-2000,MA,Engineer,Male,74671,Hispanic,Divorced,Fully Meets,2,low
1162,Jayleen,Oconnell,29-Mar-22,20-May-23,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Resignation,For law simple design entire while.,Production       ,General - Con,17-08-1983,MA,Laborer,Female,85444,Asian,Widowed,Fully Meets,3,medium
2141,Casey,Dixon,29-Sep-18,20-May-23,Production Technician II,Andrea Simmons,casey.dixon@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Resignation,Many with summer.,Production       ,Aerial,25-07-1946,MA,Foreman,Female,73814,Hispanic,Married,Exceeds,2,low
2425,Alexzander,Guzman,19-Jun-22,20-May-23,Director of Operations,David Patel,alexzander.guzman@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Resignation,And even room after establish. Me single stage.,Production       ,Wireline Construction,15-06-1982,MA,Driver,Male,61895,Asian,Divorced,Fully Meets,2,low
1475,Miles,Gill,17-Jan-23,21-May-23,Production Technician II,Michelle Webb,miles.gill@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Resignation,Teacher style heart so. Answer Mr that.,Production       ,Wireline Construction,19-08-1993,MA,Laborer,Male,86113,Other,Married,Exceeds,3,medium
1651,Amara,Wood,05-Oct-19,21-May-23,BI Developer,Patricia Moore,amara.wood@bilearner.com,PL,Terminated for Cause,Part-Time,Zone A,Temporary,Involuntary,Offer hundred defense street draw glass thank.,IT/IS,Aerial,23-01-1993,MA,Laborer,Female,13117,Black,Widowed,Fully Meets,3,medium
2570,Ayden,Wu,16-Jun-19,21-May-23,IT Director,Tamara Adkins,ayden.wu@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Voluntary,War model build important determine.,IT/IS,Field Operations,18-11-1991,MA,Laborer,Male,60717,Black,Single,Fully Meets,4,high
1160,Wyatt,Spence,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,Production       ,General - Con,10-09-1976,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3,medium
1591,Kamden,Ochoa,10-Feb-23,23-May-23,Production Technician I,Carla Francis,kamden.ochoa@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Several clear purpose scientist.,Production       ,General - Con,20-10-1957,MA,Technician,Female,69254,Asian,Divorced,Fully Meets,3,medium
3458,Cory,Robinson,28-Apr-22,24-May-23,Area Sales Manager,Elizabeth Anderson,cory.robinson@bilearner.com,BPC,Future Start,Contract,Zone A,Full-Time,Voluntary,Several young whether that expert.,Sales,Field Operations,12-08-1996,TX,Laborer,Female,5194,Hispanic,Single,Needs Improvement,3,medium
3513,Damaris,Cisneros,02-Sep-22,24-May-23,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,13-11-1959,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,very high
3602,Helena,Davenport,11-Apr-21,24-May-23,Production Technician II,Crystal Mcneil,helena.davenport@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,12-10-1994,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5,very high
1953,Barbara,Sutwell,06-Apr-23,24-May-23,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,Production       ,Finance & Accounting,20-02-1976,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3,medium
2627,Valentino,Myers,29-Jan-23,24-May-23,Area Sales Manager,Michael Taylor,valentino.myers@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Key as eye past. Three would affect about.,Sales,Wireline Construction,26-05-1990,TN,Foreman,Male,43552,Other,Divorced,Fully Meets,4,high
